Qazi Mahmud Behri,"ab dil pe yahī hai jo dukhan chhoḌ na jaanā jone u dukhan khan ke ratan chhoḌ na jaanā 
yogan bhare dilbar u nazar-bāz u majlis u phuul u bulbul u chaman chhoḌ na jaanā 
j dost jo hai jot ho diide kuuñ dukhan kī so yuuñ kahīñ har-dam jo ham chhoḌ na jaanā 
gar koī baḳhshtā hai bulā kar iram in.aam bulbul ke achchhe man meñ jo ban chhoḌ na jaanā 
saT khan na ki junūñ laal har yak mulk na bhagnā junūñ suur gagan ya.anī vatan chhoḌ na jaanā 
taqdīr kahāñ khīñch lijāgī so na jaano pan jiiv ke gul-lot jo tan chhoḌ na jaanā 
'bahrī' kuuñ dukhan yuuñ hai ki junūñ nal kuuñ daman hai pas nal kuuñ hai lāzim jo daman chhoḌ na jaanā 
ab dil pe yahi hai jo dukhan chhoD na jaana jone u dukhan khan ke ratan chhoD na jaana 
yogan bhare dilbar u nazar-baz u majlis u phul u bulbul u chaman chhoD na jaana 
j dost jo hai jot ho dide kun dukhan ki so yun kahin har-dam jo hum chhoD na jaana 
gar koi baKHshta hai bula kar iram inam bulbul ke achchhe man mein jo ban chhoD na jaana 
saT khan na ki junun lal har yak mulk na bhagna junun sur gagan yani watan chhoD na jaana 
taqdir kahan khinch lijagi so na jaano pan jiw ke gul-lot jo tan chhoD na jaana 
'bahri' kun dukhan yun hai ki junun nal kun daman hai pas nal kun hai lazim jo daman chhoD na jaana "
Mohammad Ameen Ayagi,"mire man mane aaj uu dhyān hai ki us mast ḳhūñ-rez kā dhyān hai 
jadāñ te tirā zulf dekhyā huuñ maiñ tadāñ te mirā man pareshān hai 
huā bād-o-bārāñ mirā jiiv aaj tire ishq kā dil meñ tūfān hai 
tujhe jīvte meñ ziyāda mañgūñ tire par mirā jiiv qurbān hai 
diyā huuñ mohabbat mane jiiv maiñ mohabbat mirā jiiv īmān hai 
gunah kyā huā hai so ma.alūm na.iiñ mujhe dekh ke aaj anjān hai 
suraj tilmilātā hai khāne ugaal jo dekhyā tire mukh mane paan hai 
zamīñ par suraj koī dekhyā nahīñ 'ayāġhī' tujhe dekh hairān hai 
mere man mane aaj u dhyan hai ki us mast KHun-rez ka dhyan hai 
jadan te tera zulf dekhya hun main tadan te mera man pareshan hai 
hua baad-o-baran mera jiw aaj tere ishq ka dil mein tufan hai 
tujhe jiwte mein ziyaada mangun tere par mera jiw qurban hai 
diya hun mohabbat mane jiw main mohabbat mera jiw iman hai 
gunah kya hua hai so malum nain mujhe dekh ke aaj anjaan hai 
suraj tilmilata hai khane ugal jo dekhya tere mukh mane pan hai 
zamin par suraj koi dekhya nahin 'ayaghi' tujhe dekh hairan hai "
Fattavat Aurangabadi,"kiyā āñkhoñ ko nazr us kī kahā dil hai so vo bahlā huā huuñ sarf-e-farmā.ish kabhī ye lā kabhī vo lā 
jo ḳhush-chashmoñ kī ulfat meñ diyā barbād jī apnā lagāo us kī turbat par lajā kar nargis-e-shahlā 
gayā huuñ bhuul apne ko payām-o-nāma kyā bhejūñ ḳhayāl-e-dil kā qāsid in dinoñ meñ aah kyoñ chahlā 
ye tifl-e-ashk dāman-gīr hai har aan meñ mujh se bahāne se maiñ laḌke ko rakhūñ kis tarah kar bahlā 
tumheñ ārām zindāñ meñ divānoñ is sabab se hai diyā zanjīr neñ shāyad tumhāre paañv ko sahlā 
junūñ ke ilm ko aalim huuñ merā rutba mat pūchho ki majnūñ dars-e-vahshat kā mire shāgird hai pahlā 
kiya aankhon ko nazr us ki kaha dil hai so wo bahla hua hun sarf-e-farmaish kabhi ye la kabhi wo la 
jo KHush-chashmon ki ulfat mein diya barbaad ji apna lagao us ki turbat par laja kar nargis-e-shahla 
gaya hun bhul apne ko payam-o-nama kya bhejun KHayal-e-dil ka qasid in dinon mein aah kyon chahla 
ye tifl-e-ashk daman-gir hai har aan mein mujh se bahane se main laDke ko rakhun kis tarah kar bahla 
tumhein aaram zindan mein diwanon is sabab se hai diya zanjir nen shayad tumhaare panw ko sahla 
junun ke ilm ko aalim hun mera rutba mat puchho ki majnun dars-e-wahshat ka mere shagird hai pahla "
Ali Adil Shah Shahi 2nd,"piv saat riij rahnā lazzat ise kate haiñ ap riij phir rijhānā san.at ise kate haiñ 
muj nain ke nagar meñ lālan vatan kiye haiñ jab anjuman ke logāñ ḳhalvat use kate haiñ 
maiñ chhāñv ho piyā sañg laagī rahī huuñ daa.em yak pal judā na honā vaslat use kate haiñ 
gul hor gulāb miyāne na.iiñ kuch farq azal se u piv suuñ mil rahī huuñ ulfat ise kutte haiñ 
hit chor chit bhulāve maiñ aapne piyā kuuñ aaqil jahāñ ke boleñ hikmat use kate haiñ 
chāroñ pahar piyā sañg ka.ī bhāñt kar madan ke sanjog ho rahī huuñ ishrat use kate haiñ 
ruuñ ruuñ rasan karī maiñ 'shāhī' kā nānoñ lene phir phir vo naam lenā rāhat ise kate haiñ 
piw sat rij rahna lazzat ise kate hain ap rij phir rijhana sanat ise kate hain 
muj nain ke nagar mein lalan watan kiye hain jab anjuman ke logan KHalwat use kate hain 
main chhanw ho piya sang lagi rahi hun daem yak pal juda na hona waslat use kate hain 
gul hor gulab miyane nain kuch farq azal se u piw sun mil rahi hun ulfat ise kutte hain 
hit chor chit bhulawe main aapne piya kun aaqil jahan ke bolen hikmat use kate hain 
chaaron pahar piya sang kai bhant kar madan ke sanjog ho rahi hun ishrat use kate hain 
run run rasan kari main 'shahi' ka nanon lene phir phir wo nam lena rahat ise kate hain "
Poet,Poetry Text
Sahir Ludhianvi,"kabhī ḳhud pe kabhī hālāt pe ronā aayā baat niklī to har ik baat pe ronā aayā 
ham to samjhe the ki ham bhuul ga.e haiñ un ko kyā huā aaj ye kis baat pe ronā aayā 
kis liye jiite haiñ ham kis ke liye jiite haiñ bārhā aise savālāt pe ronā aayā 
kaun rotā hai kisī aur kī ḳhātir ai dost sab ko apnī hī kisī baat pe ronā aayā 
kabhi KHud pe kabhi haalat pe rona aaya baat nikli to har ek baat pe rona aaya 
hum to samjhe the ki hum bhul gae hain un ko kya hua aaj ye kis baat pe rona aaya 
kis liye jite hain hum kis ke liye jite hain barha aise sawalat pe rona aaya 
kaun rota hai kisi aur ki KHatir ai dost sab ko apni hi kisi baat pe rona aaya "
Mirza Ghalib,"bāzīcha-e-atfāl hai duniyā mire aage hotā hai shab-o-roz tamāshā mire aage 
ik khel hai aurañg-e-sulaimāñ mire nazdīk ik baat hai ejāz-e-masīhā mire aage 
juz naam nahīñ sūrat-e-ālam mujhe manzūr juz vahm nahīñ hastī-e-ashiyā mire aage 
hotā hai nihāñ gard meñ sahrā mire hote ghistā hai jabīñ ḳhaak pe dariyā mire aage 
mat pūchh ki kyā haal hai merā tire pīchhe tū dekh ki kyā rañg hai terā mire aage 
sach kahte ho ḳhud-bīn o ḳhud-ārā huuñ na kyuuñ huuñ baiThā hai but-e-ā.ina-sīmā mire aage 
phir dekhiye andāz-e-gul-afshānī-e-guftār rakh de koī paimāna-e-sahbā mire aage 
nafrat kā gumāñ guzre hai maiñ rashk se guzrā kyūñkar kahūñ lo naam na un kā mire aage 
īmāñ mujhe roke hai jo khīñche hai mujhe kufr ka.aba mire pīchhe hai kalīsā mire aage 
āshiq huuñ pa māshūq-farebī hai mirā kaam majnūñ ko burā kahtī hai lailā mire aage 
ḳhush hote haiñ par vasl meñ yuuñ mar nahīñ jaate aa.ī shab-e-hijrāñ kī tamannā mire aage 
hai maujzan ik qulzum-e-ḳhūñ kaash yahī ho aatā hai abhī dekhiye kyā kyā mire aage 
go haath ko jumbish nahīñ āñkhoñ meñ to dam hai rahne do abhī sāġhar-o-mīnā mire aage 
ham-pesha o ham-mashrab o hamrāz hai merā 'ġhālib' ko burā kyuuñ kaho achchhā mire aage 
bazicha-e-atfal hai duniya mere aage hota hai shab-o-roz tamasha mere aage 
ek khel hai aurang-e-sulaiman mere nazdik ek baat hai ejaz-e-masiha mere aage 
juz nam nahin surat-e-alam mujhe manzur juz wahm nahin hasti-e-ashiya mere aage 
hota hai nihan gard mein sahra mere hote ghista hai jabin KHak pe dariya mere aage 
mat puchh ki kya haal hai mera tere pichhe tu dekh ki kya rang hai tera mere aage 
sach kahte ho KHud-bin o KHud-ara hun na kyun hun baiTha hai but-e-aina-sima mere aage 
phir dekhiye andaz-e-gul-afshani-e-guftar rakh de koi paimana-e-sahba mere aage 
nafrat ka guman guzre hai main rashk se guzra kyunkar kahun lo nam na un ka mere aage 
iman mujhe roke hai jo khinche hai mujhe kufr kaba mere pichhe hai kalisa mere aage 
aashiq hun pa mashuq-farebi hai mera kaam majnun ko bura kahti hai laila mere aage 
KHush hote hain par wasl mein yun mar nahin jate aai shab-e-hijran ki tamanna mere aage 
hai maujzan ek qulzum-e-KHun kash yahi ho aata hai abhi dekhiye kya kya mere aage 
go hath ko jumbish nahin aankhon mein to dam hai rahne do abhi saghar-o-mina mere aage 
ham-pesha o ham-mashrab o hamraaz hai mera 'ghaalib' ko bura kyun kaho achchha mere aage "
Sahir Ludhianvi,"maiñ zindagī kā saath nibhātā chalā gayā har fikr ko dhueñ meñ uḌātā chalā gayā 
barbādiyoñ kā sog manānā fuzūl thā barbādiyoñ kā jashn manātā chalā gayā 
jo mil gayā usī ko muqaddar samajh liyā jo kho gayā maiñ us ko bhulātā chalā gayā 
ġham aur ḳhushī meñ farq na mahsūs ho jahāñ maiñ dil ko us maqām pe laatā chalā gayā 
main zindagi ka sath nibhata chala gaya har fikr ko dhuen mein uData chala gaya 
barbaadiyon ka sog manana fuzul tha barbaadiyon ka jashn manata chala gaya 
jo mil gaya usi ko muqaddar samajh liya jo kho gaya main us ko bhulata chala gaya 
gham aur KHushi mein farq na mahsus ho jahan main dil ko us maqam pe lata chala gaya "
Muztar Khairabadi,"na kisī kī aañkh kā nuur huuñ na kisī ke dil kā qarār huuñ kisī kaam meñ jo na aa sake maiñ vo ek musht-e-ġhubār huuñ 
na davā-e-dard-e-jigar huuñ maiñ na kisī kī mīThī nazar huuñ maiñ na idhar huuñ maiñ na udhar huuñ maiñ na shakeb huuñ na qarār huuñ 
mirā vaqt mujh se bichhaḌ gayā mirā rañg-rūp bigaḌ gayā jo ḳhizāñ se baaġh ujaḌ gayā maiñ usī kī fasl-e-bahār huuñ 
pa.e fātiha koī aa.e kyuuñ koī chaar phuul chaḌhā.e kyuuñ koī aa ke sham' jalā.e kyuuñ maiñ vo bekasī kā mazār huuñ 
na maiñ laag huuñ na lagāv huuñ na suhāg huuñ na subhāv huuñ jo bigaḌ gayā vo banāv huuñ jo nahīñ rahā vo siñgār huuñ 
maiñ nahīñ huuñ naġhma-e-jāñ-fazā mujhe sun ke koī karegā kyā maiñ baḌe birog kī huuñ sadā maiñ baḌe dukhī kī pukār huuñ 
na maiñ 'muztar' un kā habīb huuñ na maiñ 'muztar' un kā raqīb huuñ jo bigaḌ gayā vo nasīb huuñ jo ujaḌ gayā vo dayār huuñ 
na kisi ki aankh ka nur hun na kisi ke dil ka qarar hun kisi kaam mein jo na aa sake main wo ek musht-e-ghubar hun 
na dawa-e-dard-e-jigar hun main na kisi ki miThi nazar hun main na idhar hun main na udhar hun main na shakeb hun na qarar hun 
mera waqt mujh se bichhaD gaya mera rang-rup bigaD gaya jo KHizan se bagh ujaD gaya main usi ki fasl-e-bahaar hun 
pae fatiha koi aae kyun koi chaar phul chaDhae kyun koi aa ke sham' jalae kyun main wo bekasi ka mazar hun 
na main lag hun na lagaw hun na suhag hun na subhaw hun jo bigaD gaya wo banaw hun jo nahin raha wo singar hun 
main nahin hun naghma-e-jaan-faza mujhe sun ke koi karega kya main baDe birog ki hun sada main baDe dukhi ki pukar hun 
na main 'muztar' un ka habib hun na main 'muztar' un ka raqib hun jo bigaD gaya wo nasib hun jo ujaD gaya wo dayar hun "
Mirza Ghalib,"muddat huī hai yaar ko mehmāñ kiye hue josh-e-qadah se bazm charāġhāñ kiye hue 
kartā huuñ jam.a phir jigar-e-laḳht-laḳht ko arsa huā hai dāvat-e-mizhgāñ kiye hue 
phir vaz'-e-ehtiyāt se rukne lagā hai dam barsoñ hue haiñ chaak garebāñ kiye hue 
phir garm-nāla-hā-e-sharar-bār hai nafas muddat huī hai sair-e-charāġhāñ kiye hue 
phir pursish-e-jarāhat-e-dil ko chalā hai ishq sāmān-e-sad-hazār namak-dāñ kiye hue 
phir bhar rahā huuñ ḳhāma-e-mizhgāñ ba-ḳhūn-e-dil sāz-e-chaman tarāzi-e-dāmāñ kiye hue 
bāham-digar hue haiñ dil o diida phir raqīb nazzāra o ḳhayāl kā sāmāñ kiye hue 
dil phir tavāf-e-kū-e-malāmat ko jaa.e hai pindār kā sanam-kada vīrāñ kiye hue 
phir shauq kar rahā hai ḳharīdār kī talab arz-e-matā-e-aql-o-dil-o-jāñ kiye hue 
dauḌe hai phir har ek gul-o-lāla par ḳhayāl sad-gulsitāñ nigāh kā sāmāñ kiye hue 
phir chāhtā huuñ nāma-e-dildār kholnā jaañ nazr-e-dil-farebi-e-unvāñ kiye hue 
māñge hai phir kisī ko lab-e-bām par havas zulf-e-siyāh ruḳh pe pareshāñ kiye hue 
chāhe hai phir kisī ko muqābil meñ aarzū surme se tez dashna-e-mizhgāñ kiye hue 
ik nau-bahār-e-nāz ko taake hai phir nigāh chehra faroġh-e-mai se gulistāñ kiye hue 
phir jī meñ hai ki dar pe kisī ke paḌe raheñ sar zer-bār-e-minnat-e-darbāñ kiye hue 
jī DhūñDtā hai phir vahī fursat ki raat din baiThe raheñ tasavvur-e-jānāñ kiye hue 
'ġhālib' hameñ na chheḌ ki phir josh-e-ashk se baiThe haiñ ham tahayya-e-tūfāñ kiye hue 
muddat hui hai yar ko mehman kiye hue josh-e-qadah se bazm charaghan kiye hue 
karta hun jama phir jigar-e-laKHt-laKHt ko arsa hua hai dawat-e-mizhgan kiye hue 
phir waz'-e-ehtiyat se rukne laga hai dam barson hue hain chaak gareban kiye hue 
phir garm-nala-ha-e-sharar-bar hai nafas muddat hui hai sair-e-charaghan kiye hue 
phir pursish-e-jarahat-e-dil ko chala hai ishq saman-e-sad-hazar namak-dan kiye hue 
phir bhar raha hun KHama-e-mizhgan ba-KHun-e-dil saz-e-chaman taraazi-e-daman kiye hue 
baham-digar hue hain dil o dida phir raqib nazzara o KHayal ka saman kiye hue 
dil phir tawaf-e-ku-e-malamat ko jae hai pindar ka sanam-kada viran kiye hue 
phir shauq kar raha hai KHaridar ki talab arz-e-mata-e-aql-o-dil-o-jaan kiye hue 
dauDe hai phir har ek gul-o-lala par KHayal sad-gulsitan nigah ka saman kiye hue 
phir chahta hun nama-e-dildar kholna jaan nazr-e-dil-farebi-e-unwan kiye hue 
mange hai phir kisi ko lab-e-baam par hawas zulf-e-siyah ruKH pe pareshan kiye hue 
chahe hai phir kisi ko muqabil mein aarzu surme se tez dashna-e-mizhgan kiye hue 
ek nau-bahaar-e-naz ko take hai phir nigah chehra farogh-e-mai se gulistan kiye hue 
phir ji mein hai ki dar pe kisi ke paDe rahen sar zer-bar-e-minnat-e-darban kiye hue 
ji DhunDta hai phir wahi fursat ki raat din baiThe rahen tasawwur-e-jaanan kiye hue 
'ghaalib' hamein na chheD ki phir josh-e-ashk se baiThe hain hum tahayya-e-tufan kiye hue "
Mirza Ghalib,"bas-ki dushvār hai har kaam kā āsāñ honā aadmī ko bhī muyassar nahīñ insāñ honā 
girya chāhe hai ḳharābī mire kāshāne kī dar o dīvār se Tapke hai bayābāñ honā 
vā.e-dīvāngī-e-shauq ki har dam mujh ko aap jaanā udhar aur aap hī hairāñ honā 
jalva az-bas-ki taqāzā-e-nigah kartā hai jauhar-e-ā.ina bhī chāhe hai mizhgāñ honā 
ishrat-e-qatl-gah-e-ahl-e-tamannā mat pūchh īd-e-nazzāra hai shamshīr kā uryāñ honā 
le ga.e ḳhaak meñ ham dāġh-e-tamannā-e-nashāt tū ho aur aap ba-sad-rañg-e-gulistāñ honā 
ishrat-e-pāra-e-dil zaḳhm-e-tamannā khānā lazzat-e-rīsh-e-jigar ġharq-e-namak-dāñ honā 
kī mire qatl ke baa'd us ne jafā se tauba haa.e us zūd-pashemāñ kā pashemāñ honā 
haif us chaar girah kapḌe kī qismat 'ġhālib' jis kī qismat meñ ho āshiq kā garebāñ honā 
bas-ki dushwar hai har kaam ka aasan hona aadmi ko bhi muyassar nahin insan hona 
girya chahe hai KHarabi mere kashane ki dar o diwar se Tapke hai bayaban hona 
wae-diwangi-e-shauq ki har dam mujh ko aap jaana udhar aur aap hi hairan hona 
jalwa az-bas-ki taqaza-e-nigah karta hai jauhar-e-aina bhi chahe hai mizhgan hona 
ishrat-e-qatl-gah-e-ahl-e-tamanna mat puchh id-e-nazzara hai shamshir ka uryan hona 
le gae KHak mein hum dagh-e-tamanna-e-nashat tu ho aur aap ba-sad-rang-e-gulistan hona 
ishrat-e-para-e-dil zaKHm-e-tamanna khana lazzat-e-rish-e-jigar gharq-e-namak-dan hona 
ki mere qatl ke ba'd us ne jafa se tauba hae us zud-pasheman ka pasheman hona 
haif us chaar girah kapDe ki qismat 'ghaalib' jis ki qismat mein ho aashiq ka gareban hona "
Mirza Ghalib,"nukta-chīñ hai ġham-e-dil us ko sunā.e na bane kyā bane baat jahāñ baat banā.e na bane 
maiñ bulātā to huuñ us ko magar ai jazba-e-dil us pe ban jaa.e kuchh aisī ki bin aa.e na bane 
khel samjhā hai kahīñ chhoḌ na de bhuul na jaa.e kaash yuuñ bhī ho ki bin mere satā.e na bane 
ġhair phirtā hai liye yuuñ tire ḳhat ko ki agar koī pūchhe ki ye kyā hai to chhupā.e na bane 
is nazākat kā burā ho vo bhale haiñ to kyā haath aaveñ to unheñ haath lagā.e na bane 
kah sake kaun ki ye jalvagarī kis kī hai parda chhoḌā hai vo us ne ki uThā.e na bane 
maut kī raah na dekhūñ ki bin aa.e na rahe tum ko chāhūñ ki na aao to bulā.e na bane 
bojh vo sar se girā hai ki uThā.e na uThe kaam vo aan paḌā hai ki banā.e na bane 
ishq par zor nahīñ hai ye vo ātish 'ġhālib' ki lagā.e na lage aur bujhā.e na bane 
nukta-chin hai gham-e-dil us ko sunae na bane kya bane baat jahan baat banae na bane 
main bulata to hun us ko magar ai jazba-e-dil us pe ban jae kuchh aisi ki bin aae na bane 
khel samjha hai kahin chhoD na de bhul na jae kash yun bhi ho ki bin mere satae na bane 
ghair phirta hai liye yun tere KHat ko ki agar koi puchhe ki ye kya hai to chhupae na bane 
is nazakat ka bura ho wo bhale hain to kya hath aawen to unhen hath lagae na bane 
kah sake kaun ki ye jalwagari kis ki hai parda chhoDa hai wo us ne ki uThae na bane 
maut ki rah na dekhun ki bin aae na rahe tum ko chahun ki na aao to bulae na bane 
bojh wo sar se gira hai ki uThae na uThe kaam wo aan paDa hai ki banae na bane 
ishq par zor nahin hai ye wo aatish 'ghaalib' ki lagae na lage aur bujhae na bane "
Sahir Ludhianvi,"duur rah kar na karo baat qarīb aa jaao yaad rah jā.egī ye raat qarīb aa jaao 
ek muddat se tamannā thī tumheñ chhūne kī aaj bas meñ nahīñ jazbāt qarīb aa jaao 
sard jhoñkoñ se bhaḌakte haiñ badan meñ sho.ale jaan le legī ye barsāt qarīb aa jaao 
is qadar ham se jhijakne kī zarūrat kyā hai zindagī bhar kā hai ab saath qarīb aa jaao 
dur rah kar na karo baat qarib aa jao yaad rah jaegi ye raat qarib aa jao 
ek muddat se tamanna thi tumhein chhune ki aaj bas mein nahin jazbaat qarib aa jao 
sard jhonkon se bhaDakte hain badan mein shoale jaan le legi ye barsat qarib aa jao 
is qadar hum se jhijakne ki zarurat kya hai zindagi bhar ka hai ab sath qarib aa jao "
Dagh Dehlvi,"ġhazab kiyā tire va.ade pe e'tibār kiyā tamām raat qayāmat kā intizār kiyā 
kisī tarah jo na us but ne e'tibār kiyā mirī vafā ne mujhe ḳhuub sharmsār kiyā 
hañsā hañsā ke shab-e-vasl ashk-bār kiyā tasalliyāñ mujhe de de ke be-qarār kiyā 
ye kis ne jalva hamāre sar-e-mazār kiyā ki dil se shor uThā haa.e be-qarār kiyā 
sunā hai teġh ko qātil ne āb-dār kiyā agar ye sach hai to be-shub.ha ham pe vaar kiyā 
na aa.e raah pe vo ijz be-shumār kiyā shab-e-visāl bhī maiñ ne to intizār kiyā 
tujhe to vāda-e-dīdār ham se karnā thā ye kyā kiyā ki jahāñ ko umīd-vār kiyā 
ye dil ko taab kahāñ hai ki ho ma.āl-andesh unhoñ ne va.ada kiyā is ne e'tibār kiyā 
kahāñ kā sabr ki dam par hai ban ga.ī zālim ba tang aa.e to hāl-e-dil āshkār kiyā 
taḌap phir ai dil-e-nādāñ ki ġhair kahte haiñ aḳhīr kuchh na banī sabr iḳhtiyār kiyā 
mile jo yaar kī shoḳhī se us kī bechainī tamām raat dil-e-muztarib ko pyaar kiyā 
bhulā bhulā ke jatāyā hai un ko rāz-e-nihāñ chhupā chhupā ke mohabbat ko āshkār kiyā 
na us ke dil se miTāyā ki saaf ho jaatā sabā ne ḳhaak pareshāñ mirā ġhubār kiyā 
ham aise mahv-e-nazāra na the jo hosh aatā magar tumhāre taġhāful ne hoshyār kiyā 
hamāre siine meñ jo rah ga.ī thī ātish-e-hijr shab-e-visāl bhī us ko na ham-kanār kiyā 
raqīb o sheva-e-ulfat ḳhudā kī qudrat hai vo aur ishq bhalā tum ne e'tibār kiyā 
zabān-e-ḳhār se niklī sadā-e-bismillāh junūñ ko jab sar-e-shorīda par savār kiyā 
tirī nigah ke tasavvur meñ ham ne ai qātil lagā lagā ke gale se chhurī ko pyaar kiyā 
ġhazab thī kasrat-e-mahfil ki maiñ ne dhoke meñ hazār baar raqīboñ ko ham-kanār kiyā 
huā hai koī magar us kā chāhne vaalā ki āsmāñ ne tirā sheva iḳhtiyār kiyā 
na pūchh dil kī haqīqat magar ye kahte haiñ vo be-qarār rahe jis ne be-qarār kiyā 
jab un ko tarz-e-sitam aa ga.e to hosh aayā burā ho dil kā bure vaqt hoshyār kiyā 
fasāna-e-shab-e-ġham un ko ik kahānī thī kuchh e'tibār kiyā kuchh na e'tibār kiyā 
asīrī dil-e-āshufta rang lā ke rahī tamām turra-e-tarrār taar taar kiyā 
kuchh aa ga.ī dāvar-e-mahshar se hai ummīd mujhe kuchh aap ne mire kahne kā e'tibār kiyā 
kisī ke ishq-e-nihāñ meñ ye bad-gumānī thī ki Darte Darte ḳhudā par bhī āshkār kiyā 
falak se taur qayāmat ke ban na paḌte the aḳhīr ab tujhe āshob-e-rozgār kiyā 
vo baat kar jo kabhī āsmāñ se ho na sake sitam kiyā to baḌā tū ne iftiḳhār kiyā 
banegā mehr-e-qayāmat bhī ek ḳhāl-e-siyāh jo chehra 'dāġh'-e-siyah-rū ne āshkār kiyā 
ghazab kiya tere wade pe e'tibar kiya tamam raat qayamat ka intizar kiya 
kisi tarah jo na us but ne e'tibar kiya meri wafa ne mujhe KHub sharmsar kiya 
hansa hansa ke shab-e-wasl ashk-bar kiya tasalliyan mujhe de de ke be-qarar kiya 
ye kis ne jalwa hamare sar-e-mazar kiya ki dil se shor uTha hae be-qarar kiya 
suna hai tegh ko qatil ne aab-dar kiya agar ye sach hai to be-shubha hum pe war kiya 
na aae rah pe wo ijz be-shumar kiya shab-e-visal bhi main ne to intizar kiya 
tujhe to wada-e-didar hum se karna tha ye kya kiya ki jahan ko umid-war kiya 
ye dil ko tab kahan hai ki ho maal-andesh unhon ne wada kiya is ne e'tibar kiya 
kahan ka sabr ki dam par hai ban gai zalim ba tang aae to haal-e-dil aashkar kiya 
taDap phir ai dil-e-nadan ki ghair kahte hain aKHir kuchh na bani sabr iKHtiyar kiya 
mile jo yar ki shoKHi se us ki bechaini tamam raat dil-e-muztarib ko pyar kiya 
bhula bhula ke jataya hai un ko raaz-e-nihan chhupa chhupa ke mohabbat ko aashkar kiya 
na us ke dil se miTaya ki saf ho jata saba ne KHak pareshan mera ghubar kiya 
hum aise mahw-e-nazara na the jo hosh aata magar tumhaare taghaful ne hoshyar kiya 
hamare sine mein jo rah gai thi aatish-e-hijr shab-e-visal bhi us ko na ham-kanar kiya 
raqib o shewa-e-ulfat KHuda ki qudrat hai wo aur ishq bhala tum ne e'tibar kiya 
zaban-e-KHar se nikli sada-e-bismillah junun ko jab sar-e-shorida par sawar kiya 
teri nigah ke tasawwur mein hum ne ai qatil laga laga ke gale se chhuri ko pyar kiya 
ghazab thi kasrat-e-mahfil ki main ne dhoke mein hazar bar raqibon ko ham-kanar kiya 
hua hai koi magar us ka chahne wala ki aasman ne tera shewa iKHtiyar kiya 
na puchh dil ki haqiqat magar ye kahte hain wo be-qarar rahe jis ne be-qarar kiya 
jab un ko tarz-e-sitam aa gae to hosh aaya bura ho dil ka bure waqt hoshyar kiya 
fasana-e-shab-e-gham un ko ek kahani thi kuchh e'tibar kiya kuchh na e'tibar kiya 
asiri dil-e-ashufta rang la ke rahi tamam turra-e-tarrar tar tar kiya 
kuchh aa gai dawar-e-mahshar se hai ummid mujhe kuchh aap ne mere kahne ka e'tibar kiya 
kisi ke ishq-e-nihan mein ye bad-gumani thi ki Darte Darte KHuda par bhi aashkar kiya 
falak se taur qayamat ke ban na paDte the aKHir ab tujhe aashob-e-rozgar kiya 
wo baat kar jo kabhi aasman se ho na sake sitam kiya to baDa tu ne iftiKHar kiya 
banega mehr-e-qayamat bhi ek KHal-e-siyah jo chehra 'dagh'-e-siyah-ru ne aashkar kiya "
